2024-05-04 23:09:05 CPU Usage: 15.6 | Memory Usage: 22.79 | I/O Usage (read write): 3.30 9.04 | Load Average:  1.34, 2.00, 0.94 | Process Count: 279 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.634/1.882/2.125/0.184 Avg:ms Max:
2024-05-04 23:42:35 CPU Usage: 47.1 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.62, 1.48, 1.36 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.616/1.835/2.193/0.209 Avg:ms Max:
2024-05-04 23:42:40 CPU Usage: 82.4 | Memory Usage: 31.41 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.57, 1.47, 1.35 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.445/1.776/1.941/0.173 Avg:ms Max:
2024-05-04 23:42:45 CPU Usage: 54.5 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.53, 1.46, 1.35 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.750/1.819/1.956/0.071 Avg:ms Max:
2024-05-04 23:42:51 CPU Usage: 51.5 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.40, 1.43, 1.35 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.727/1.887/2.044/0.122 Avg:ms Max:
2024-05-04 23:42:56 CPU Usage: 52.9 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.37, 1.43, 1.34 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.695/1.932/2.204/0.179 Avg:ms Max:
2024-05-04 23:43:01 CPU Usage: 54.8 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.34, 1.42, 1.34 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.767/1.840/1.900/0.052 Avg:ms Max:
2024-05-04 23:43:06 CPU Usage: 48.5 | Memory Usage: 31.43 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.31, 1.41, 1.34 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.641/1.716/1.827/0.077 Avg:ms Max:
2024-05-04 23:43:11 CPU Usage: 45.5 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.29, 1.41, 1.34 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.780/1.870/1.996/0.078 Avg:ms Max:
2024-05-04 23:43:17 CPU Usage: 48.4 | Memory Usage: 31.43 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.27, 1.40, 1.34 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.740/1.941/2.157/0.160 Avg:ms Max:
2024-05-04 23:43:22 CPU Usage: 51.6 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.16, 1.38, 1.33 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.790/2.037/2.237/0.144 Avg:ms Max:
2024-05-04 23:43:27 CPU Usage: 47.1 | Memory Usage: 31.43 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.23, 1.39, 1.33 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.643/1.934/2.194/0.181 Avg:ms Max:
2024-05-04 23:43:32 CPU Usage: 56.2 | Memory Usage: 31.41 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.21, 1.38, 1.33 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.729/1.872/2.148/0.149 Avg:ms Max:
2024-05-04 23:43:38 CPU Usage: 52.9 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.20, 1.37, 1.33 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.565/1.822/2.072/0.205 Avg:ms Max:
2024-05-04 23:43:43 CPU Usage: 50 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.18, 1.37, 1.33 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.744/1.916/2.097/0.126 Avg:ms Max:
2024-05-04 23:43:48 CPU Usage: 50 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.16, 1.36, 1.32 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.362/1.605/1.844/0.190 Avg:ms Max:
2024-05-04 23:43:53 CPU Usage: 54.8 | Memory Usage: 31.43 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.23, 1.37, 1.33 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.685/1.888/2.058/0.133 Avg:ms Max:
2024-05-04 23:43:59 CPU Usage: 52.9 | Memory Usage: 31.43 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.21, 1.36, 1.33 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.601/1.859/2.403/0.291 Avg:ms Max:
2024-05-04 23:44:04 CPU Usage: 60.6 | Memory Usage: 31.43 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.20, 1.36, 1.32 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.578/1.815/2.091/0.164 Avg:ms Max:
2024-05-04 23:44:09 CPU Usage: 56.2 | Memory Usage: 31.43 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.55, 1.43, 1.35 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.579/1.779/2.059/0.170 Avg:ms Max:
2024-05-04 23:44:14 CPU Usage: 78.8 | Memory Usage: 31.44 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.51, 1.42, 1.35 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.619/1.903/2.037/0.153 Avg:ms Max:
2024-05-04 23:44:20 CPU Usage: 88.6 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.47, 1.41, 1.34 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.542/1.810/2.269/0.262 Avg:ms Max:
2024-05-04 23:44:25 CPU Usage: 69.7 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.43, 1.41, 1.34 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.748/1.889/2.133/0.146 Avg:ms Max:
2024-05-04 23:44:30 CPU Usage: 51.5 | Memory Usage: 31.43 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.40, 1.40, 1.34 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.811/1.927/2.028/0.080 Avg:ms Max:
2024-05-04 23:44:35 CPU Usage: 54.5 | Memory Usage: 31.41 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.36, 1.39, 1.34 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.698/1.817/1.891/0.063 Avg:ms Max:
2024-05-04 23:44:40 CPU Usage: 50 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.42, 1.40, 1.34 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.566/1.820/2.214/0.223 Avg:ms Max:
2024-05-04 23:44:46 CPU Usage: 50 | Memory Usage: 31.42 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.38, 1.40, 1.34 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.811/1.903/2.042/0.085 Avg:ms Max:
2024-05-04 23:44:51 CPU Usage: 62.5 | Memory Usage: 31.43 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.35, 1.39, 1.34 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.323/1.827/2.123/0.285 Avg:ms Max:
2024-05-04 23:44:56 CPU Usage: 82.9 | Memory Usage: 31.43 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.24, 1.37, 1.33 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.547/1.781/1.979/0.138 Avg:ms Max:
2024-05-04 23:45:01 CPU Usage: 31.2 | Memory Usage: 31.44 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.30, 1.38, 1.33 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.547/1.683/1.792/0.086 Avg:ms Max:
2024-05-04 23:45:07 CPU Usage: 26.5 | Memory Usage: 31.44 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.20, 1.35, 1.33 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.379/1.694/1.921/0.189 Avg:ms Max:
2024-05-04 23:45:12 CPU Usage: 66.7 | Memory Usage: 31.48 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.10, 1.33, 1.32 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.359/1.578/1.824/0.173 Avg:ms Max:
2024-05-04 23:45:17 CPU Usage: 19.4 | Memory Usage: 31.48 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.01, 1.31, 1.31 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.372/1.542/1.728/0.115 Avg:ms Max:
2024-05-04 23:45:22 CPU Usage: 62.5 | Memory Usage: 31.54 | I/O Usage (read write): 3.31 9.04 | Load Average:  0.93, 1.29, 1.31 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.361/1.629/1.821/0.159 Avg:ms Max:
2024-05-04 23:45:28 CPU Usage: 24.2 | Memory Usage: 31.68 | I/O Usage (read write): 3.31 9.04 | Load Average:  0.86, 1.27, 1.30 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.389/1.531/1.749/0.120 Avg:ms Max:
2024-05-04 23:45:33 CPU Usage: 38.7 | Memory Usage: 31.91 | I/O Usage (read write): 3.31 9.04 | Load Average:  0.87, 1.26, 1.30 | Process Count: 271 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.370/2.667/6.483/1.919 Avg:ms Max:
2024-05-04 23:45:38 CPU Usage: 23.5 | Memory Usage: 32.35 | I/O Usage (read write): 3.31 9.04 | Load Average:  0.80, 1.24, 1.29 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.390/1.592/1.791/0.128 Avg:ms Max:
2024-05-04 23:45:43 CPU Usage: 34.3 | Memory Usage: 32.78 | I/O Usage (read write): 3.31 9.04 | Load Average:  0.82, 1.24, 1.29 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.541/1.675/1.894/0.133 Avg:ms Max:
2024-05-04 23:45:49 CPU Usage: 54.3 | Memory Usage: 33.18 | I/O Usage (read write): 3.31 9.04 | Load Average:  0.83, 1.23, 1.29 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.625/1.757/1.952/0.110 Avg:ms Max:
2024-05-04 23:45:54 CPU Usage: 20.6 | Memory Usage: 33.37 | I/O Usage (read write): 3.31 9.04 | Load Average:  0.76, 1.21, 1.28 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.299/1.603/1.811/0.175 Avg:ms Max:
2024-05-04 23:45:59 CPU Usage: 58.8 | Memory Usage: 33.52 | I/O Usage (read write): 3.31 9.04 | Load Average:  0.70, 1.19, 1.27 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.469/1.766/2.047/0.188 Avg:ms Max:
2024-05-04 23:46:04 CPU Usage: 21.9 | Memory Usage: 33.64 | I/O Usage (read write): 3.31 9.04 | Load Average:  0.90, 1.22, 1.28 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.485/1.750/1.920/0.173 Avg:ms Max:
2024-05-04 23:46:09 CPU Usage: 18.8 | Memory Usage: 33.67 | I/O Usage (read write): 3.31 9.04 | Load Average:  0.99, 1.23, 1.28 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.393/1.637/1.949/0.179 Avg:ms Max:
2024-05-04 23:46:15 CPU Usage: 15.6 | Memory Usage: 33.67 | I/O Usage (read write): 3.31 9.04 | Load Average:  0.99, 1.23, 1.28 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.496/1.731/1.962/0.190 Avg:ms Max:
2024-05-04 23:46:20 CPU Usage: 46.9 | Memory Usage: 33.69 | I/O Usage (read write): 3.31 9.04 | Load Average:  0.91, 1.21, 1.27 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.534/1.762/1.894/0.122 Avg:ms Max:
2024-05-04 23:46:25 CPU Usage: 21.2 | Memory Usage: 33.70 | I/O Usage (read write): 3.31 9.04 | Load Average:  0.92, 1.20, 1.27 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.632/1.751/1.945/0.129 Avg:ms Max:
2024-05-04 23:46:30 CPU Usage: 17.6 | Memory Usage: 33.70 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.09, 1.23, 1.28 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.358/1.521/1.757/0.162 Avg:ms Max:
2024-05-04 23:46:36 CPU Usage: 19.4 | Memory Usage: 33.71 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.08, 1.23, 1.28 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.420/1.696/1.980/0.224 Avg:ms Max:
2024-05-04 23:46:41 CPU Usage: 18.2 | Memory Usage: 33.73 | I/O Usage (read write): 3.31 9.04 | Load Average:  1.07, 1.22, 1.28 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.601/1.850/2.127/0.186 Avg:ms Max:
2024-05-04 23:46:46 CPU Usage: 15.6 | Memory Usage: 33.74 | I/O Usage (read write): 3.31 9.04 | Load Average:  0.99, 1.20, 1.27 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.355/1.585/1.773/0.163 Avg:ms Max:
2024-05-04 23:46:51 CPU Usage: 23.5 | Memory Usage: 33.75 | I/O Usage (read write): 3.31 9.04 | Load Average:  0.99, 1.20, 1.27 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.578/1.866/2.172/0.237 Avg:ms Max:
2024-05-04 23:46:56 CPU Usage: 24.2 | Memory Usage: 33.75 | I/O Usage (read write): 3.31 9.04 | Load Average:  0.99, 1.20, 1.27 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.446/1.615/1.905/0.171 Avg:ms Max:
2024-05-04 23:47:02 CPU Usage: 20.6 | Memory Usage: 33.76 | I/O Usage (read write): 3.31 9.04 | Load Average:  0.91, 1.18, 1.26 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.485/1.748/2.005/0.171 Avg:ms Max:
2024-05-04 23:47:07 CPU Usage: 15.6 | Memory Usage: 33.75 | I/O Usage (read write): 3.31 9.04 | Load Average:  0.84, 1.16, 1.25 | Process Count: 270 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.508/1.676/1.933/0.160 Avg:ms Max:
