2024-05-04 18:53:03 CPU Usage: 18.2% | Memory Usage: 22.88% | I/O Usage (read write): 3.29 9.05 | Load Average:  6.07, 2.95, 1.28 | Process Count: 279 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.768/1.972/2.119/0.131 Avg:ms Max:
2024-05-04 19:26:29 CPU Usage: 50% | Memory Usage: 34.57% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.93, 1.50, 1.11 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.568/1.708/1.786/0.078 Avg:ms Max:
2024-05-04 19:26:35 CPU Usage: 55.9% | Memory Usage: 34.57% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.86, 1.49, 1.11 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.618/1.752/1.863/0.087 Avg:ms Max:
2024-05-04 19:26:40 CPU Usage: 45.5% | Memory Usage: 34.57% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.79, 1.48, 1.10 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.729/1.924/2.049/0.135 Avg:ms Max:
2024-05-04 19:26:45 CPU Usage: 50% | Memory Usage: 34.57% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.73, 1.47, 1.10 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.609/1.815/1.997/0.138 Avg:ms Max:
2024-05-04 19:26:50 CPU Usage: 45.5% | Memory Usage: 34.58% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.83, 1.50, 1.11 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.527/1.752/2.164/0.225 Avg:ms Max:
2024-05-04 19:26:56 CPU Usage: 66.7% | Memory Usage: 34.58% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.76, 1.49, 1.11 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.790/1.963/2.275/0.190 Avg:ms Max:
2024-05-04 19:27:01 CPU Usage: 55.9% | Memory Usage: 34.57% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.70, 1.48, 1.11 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.558/1.935/2.188/0.234 Avg:ms Max:
2024-05-04 19:27:06 CPU Usage: 91.2% | Memory Usage: 34.57% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.64, 1.47, 1.11 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.876/1.946/2.107/0.083 Avg:ms Max:
2024-05-04 19:27:11 CPU Usage: 45.5% | Memory Usage: 34.57% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.59, 1.46, 1.11 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.543/1.811/2.000/0.148 Avg:ms Max:
2024-05-04 19:27:17 CPU Usage: 90.9% | Memory Usage: 34.58% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.54, 1.46, 1.11 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.787/1.902/1.984/0.065 Avg:ms Max:
2024-05-04 19:27:22 CPU Usage: 50% | Memory Usage: 34.58% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.70, 1.49, 1.12 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.685/1.985/2.194/0.202 Avg:ms Max:
2024-05-04 19:27:27 CPU Usage: 48.5% | Memory Usage: 34.58% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.64, 1.48, 1.12 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.693/1.942/2.087/0.137 Avg:ms Max:
2024-05-04 19:27:32 CPU Usage: 54.3% | Memory Usage: 34.58% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.59, 1.48, 1.12 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.479/1.787/1.971/0.201 Avg:ms Max:
2024-05-04 19:27:37 CPU Usage: 48.4% | Memory Usage: 34.58% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.54, 1.47, 1.12 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.582/1.864/2.251/0.239 Avg:ms Max:
2024-05-04 19:27:43 CPU Usage: 54.5% | Memory Usage: 34.57% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.58, 1.48, 1.13 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.510/1.757/1.997/0.169 Avg:ms Max:
2024-05-04 19:27:48 CPU Usage: 56.2% | Memory Usage: 34.57% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.53, 1.47, 1.13 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.474/1.751/2.055/0.197 Avg:ms Max:
2024-05-04 19:27:53 CPU Usage: 62.9% | Memory Usage: 34.58% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.57, 1.48, 1.13 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.575/1.841/2.001/0.143 Avg:ms Max:
2024-05-04 19:27:58 CPU Usage: 52.9% | Memory Usage: 34.57% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.52, 1.47, 1.13 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.478/1.766/2.065/0.188 Avg:ms Max:
2024-05-04 19:28:04 CPU Usage: 48.5% | Memory Usage: 34.58% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.48, 1.46, 1.13 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.732/2.059/2.345/0.270 Avg:ms Max:
2024-05-04 19:28:09 CPU Usage: 57.1% | Memory Usage: 34.58% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.52, 1.47, 1.13 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.660/1.840/2.164/0.212 Avg:ms Max:
2024-05-04 19:28:14 CPU Usage: 57.6% | Memory Usage: 34.58% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.48, 1.46, 1.13 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.604/1.783/2.035/0.183 Avg:ms Max:
2024-05-04 19:28:19 CPU Usage: 66.7% | Memory Usage: 34.60% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.44, 1.45, 1.13 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.579/1.674/1.751/0.067 Avg:ms Max:
2024-05-04 19:28:25 CPU Usage: 81.2% | Memory Usage: 34.60% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.49, 1.46, 1.14 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.583/1.754/2.087/0.178 Avg:ms Max:
2024-05-04 19:28:30 CPU Usage: 81.8% | Memory Usage: 34.58% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.45, 1.46, 1.14 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.594/1.886/2.189/0.221 Avg:ms Max:
2024-05-04 19:28:35 CPU Usage: 61.1% | Memory Usage: 34.59% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.41, 1.45, 1.13 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.760/1.907/2.013/0.081 Avg:ms Max:
2024-05-04 19:28:40 CPU Usage: 52.9% | Memory Usage: 34.59% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.38, 1.44, 1.13 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.586/1.777/1.939/0.155 Avg:ms Max:
2024-05-04 19:28:46 CPU Usage: 69.7% | Memory Usage: 34.57% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.59, 1.48, 1.15 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.670/1.932/2.263/0.210 Avg:ms Max:
2024-05-04 19:28:51 CPU Usage: 58.8% | Memory Usage: 34.58% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.86, 1.54, 1.17 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.602/1.829/2.016/0.149 Avg:ms Max:
2024-05-04 19:28:56 CPU Usage: 51.5% | Memory Usage: 34.59% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.87, 1.55, 1.17 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.775/1.904/2.009/0.083 Avg:ms Max:
2024-05-04 19:29:01 CPU Usage: 50% | Memory Usage: 34.59% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.80, 1.54, 1.17 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.729/1.979/2.238/0.198 Avg:ms Max:
2024-05-04 19:29:07 CPU Usage: 50% | Memory Usage: 34.59% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.74, 1.53, 1.17 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.671/1.855/1.960/0.102 Avg:ms Max:
2024-05-04 19:29:12 CPU Usage: 46.9% | Memory Usage: 34.59% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.76, 1.54, 1.18 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.687/1.909/2.185/0.185 Avg:ms Max:
2024-05-04 19:29:17 CPU Usage: 54.8% | Memory Usage: 34.59% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.64, 1.52, 1.18 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.944/2.060/2.207/0.090 Avg:ms Max:
2024-05-04 19:29:22 CPU Usage: 57.1% | Memory Usage: 34.59% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.59, 1.51, 1.17 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.667/1.901/2.150/0.175 Avg:ms Max:
2024-05-04 19:29:27 CPU Usage: 50% | Memory Usage: 34.60% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.54, 1.50, 1.17 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.555/1.714/1.849/0.130 Avg:ms Max:
2024-05-04 19:29:33 CPU Usage: 51.5% | Memory Usage: 34.60% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.50, 1.49, 1.17 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.767/1.877/1.943/0.069 Avg:ms Max:
2024-05-04 19:29:38 CPU Usage: 54.5% | Memory Usage: 34.59% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.70, 1.54, 1.19 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.489/1.839/2.142/0.213 Avg:ms Max:
2024-05-04 19:29:43 CPU Usage: 45.2% | Memory Usage: 34.59% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.64, 1.53, 1.19 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.864/2.105/2.431/0.226 Avg:ms Max:
2024-05-04 19:29:48 CPU Usage: 51.5% | Memory Usage: 34.58% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.67, 1.54, 1.19 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.933/2.052/2.149/0.089 Avg:ms Max:
2024-05-04 19:29:54 CPU Usage: 54.5% | Memory Usage: 34.60% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.86, 1.58, 1.21 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.702/1.947/2.050/0.128 Avg:ms Max:
2024-05-04 19:29:59 CPU Usage: 94.3% | Memory Usage: 34.60% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.79, 1.57, 1.20 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.433/1.614/1.687/0.095 Avg:ms Max:
2024-05-04 19:30:04 CPU Usage: 48.4% | Memory Usage: 34.59% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.73, 1.56, 1.20 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.750/1.921/2.096/0.119 Avg:ms Max:
2024-05-04 19:30:09 CPU Usage: 91.2% | Memory Usage: 34.61% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.75, 1.56, 1.21 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.560/1.823/1.967/0.137 Avg:ms Max:
2024-05-04 19:30:15 CPU Usage: 50% | Memory Usage: 34.59% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.85, 1.59, 1.22 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.460/1.723/2.133/0.308 Avg:ms Max:
2024-05-04 19:30:20 CPU Usage: 90.9% | Memory Usage: 34.60% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.78, 1.58, 1.22 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.677/1.874/2.004/0.140 Avg:ms Max:
2024-05-04 19:30:25 CPU Usage: 54.5% | Memory Usage: 34.60% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.72, 1.57, 1.21 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.812/1.983/2.377/0.205 Avg:ms Max:
2024-05-04 19:30:30 CPU Usage: 51.5% | Memory Usage: 34.60% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.66, 1.56, 1.21 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.681/1.917/2.187/0.162 Avg:ms Max:
2024-05-04 19:30:35 CPU Usage: 48.5% | Memory Usage: 34.60% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.61, 1.55, 1.21 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.638/1.908/2.157/0.191 Avg:ms Max:
2024-05-04 19:30:41 CPU Usage: 51.5% | Memory Usage: 34.59% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.64, 1.56, 1.22 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.513/1.803/1.942/0.158 Avg:ms Max:
2024-05-04 19:30:46 CPU Usage: 50% | Memory Usage: 34.61% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.67, 1.56, 1.22 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.443/1.737/1.872/0.156 Avg:ms Max:
2024-05-04 19:30:51 CPU Usage: 51.5% | Memory Usage: 34.60% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.53, 1.54, 1.21 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.560/1.805/2.113/0.178 Avg:ms Max:
2024-05-04 19:30:56 CPU Usage: 54.5% | Memory Usage: 34.60% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.49, 1.53, 1.21 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.454/1.760/1.999/0.196 Avg:ms Max:
2024-05-04 19:31:02 CPU Usage: 54.8% | Memory Usage: 34.61% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.45, 1.52, 1.21 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.621/1.768/1.862/0.089 Avg:ms Max:
2024-05-04 19:31:07 CPU Usage: 50% | Memory Usage: 34.60% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.46, 1.52, 1.21 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.763/1.864/2.012/0.093 Avg:ms Max:
2024-05-04 19:31:12 CPU Usage: 47.1% | Memory Usage: 34.60% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.42, 1.51, 1.21 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.803/2.028/2.276/0.176 Avg:ms Max:
2024-05-04 19:31:17 CPU Usage: 50% | Memory Usage: 34.62% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.31, 1.49, 1.21 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.591/1.912/2.205/0.198 Avg:ms Max:
2024-05-04 19:31:23 CPU Usage: 52.9% | Memory Usage: 34.61% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.28, 1.48, 1.20 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.653/1.818/1.947/0.099 Avg:ms Max:
2024-05-04 19:31:28 CPU Usage: 51.6% | Memory Usage: 34.61% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.26, 1.47, 1.20 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.715/1.806/2.020/0.109 Avg:ms Max:
2024-05-04 19:31:33 CPU Usage: 50% | Memory Usage: 34.60% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.24, 1.46, 1.20 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.758/1.931/2.359/0.217 Avg:ms Max:
2024-05-04 19:31:38 CPU Usage: 51.5% | Memory Usage: 34.61% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.22, 1.45, 1.20 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.669/1.858/2.061/0.152 Avg:ms Max:
2024-05-04 19:31:44 CPU Usage: 51.5% | Memory Usage: 34.61% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.44, 1.50, 1.21 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.643/1.837/2.117/0.186 Avg:ms Max:
2024-05-04 19:31:49 CPU Usage: 65.6% | Memory Usage: 34.62% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.49, 1.50, 1.22 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.669/1.939/2.172/0.177 Avg:ms Max:
2024-05-04 19:31:54 CPU Usage: 57.1% | Memory Usage: 34.62% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.45, 1.50, 1.22 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.726/1.890/2.069/0.123 Avg:ms Max:
2024-05-04 19:31:59 CPU Usage: 53.1% | Memory Usage: 34.62% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.49, 1.50, 1.22 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.604/2.459/5.255/1.403 Avg:ms Max:
2024-05-04 19:32:04 CPU Usage: 50% | Memory Usage: 34.62% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.45, 1.50, 1.22 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.649/1.976/2.140/0.180 Avg:ms Max:
2024-05-04 19:32:10 CPU Usage: 52.9% | Memory Usage: 34.63% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.41, 1.49, 1.22 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.334/1.694/2.003/0.229 Avg:ms Max:
2024-05-04 19:32:15 CPU Usage: 50% | Memory Usage: 34.63% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.38, 1.48, 1.22 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.529/1.919/2.229/0.260 Avg:ms Max:
2024-05-04 19:32:20 CPU Usage: 54.3% | Memory Usage: 34.63% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.51, 1.50, 1.23 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.546/1.757/1.922/0.137 Avg:ms Max:
2024-05-04 19:32:25 CPU Usage: 54.5% | Memory Usage: 34.62% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.39, 1.48, 1.22 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.639/1.885/2.031/0.144 Avg:ms Max:
2024-05-04 19:32:31 CPU Usage: 54.5% | Memory Usage: 34.62% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.36, 1.47, 1.22 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.741/1.842/2.037/0.106 Avg:ms Max:
2024-05-04 19:32:36 CPU Usage: 55.9% | Memory Usage: 34.63% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.33, 1.46, 1.22 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.765/1.858/1.954/0.063 Avg:ms Max:
2024-05-04 19:32:41 CPU Usage: 54.5% | Memory Usage: 34.63% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.46, 1.49, 1.23 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.705/1.855/2.024/0.118 Avg:ms Max:
2024-05-04 19:32:46 CPU Usage: 51.4% | Memory Usage: 34.62% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.35, 1.46, 1.22 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.387/1.752/1.958/0.202 Avg:ms Max:
2024-05-04 19:32:52 CPU Usage: 50% | Memory Usage: 34.63% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.32, 1.46, 1.22 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.488/1.738/2.069/0.222 Avg:ms Max:
2024-05-04 19:32:57 CPU Usage: 54.5% | Memory Usage: 34.63% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.29, 1.45, 1.22 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.673/1.829/1.962/0.113 Avg:ms Max:
2024-05-04 19:33:02 CPU Usage: 46.9% | Memory Usage: 34.62% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.32, 1.45, 1.22 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.385/1.699/2.105/0.239 Avg:ms Max:
2024-05-04 19:33:07 CPU Usage: 56.2% | Memory Usage: 34.63% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.30, 1.44, 1.22 | Process Count: 272 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.625/1.946/2.193/0.232 Avg:ms Max:
2024-05-04 19:33:12 CPU Usage: 94.1% | Memory Usage: 34.64% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.35, 1.45, 1.22 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.614/1.804/1.938/0.137 Avg:ms Max:
2024-05-04 19:33:18 CPU Usage: 54.5% | Memory Usage: 34.64% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.32, 1.44, 1.22 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.571/1.779/2.044/0.165 Avg:ms Max:
2024-05-04 19:33:23 CPU Usage: 97.1% | Memory Usage: 34.64% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.38, 1.45, 1.23 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.729/1.835/1.900/0.057 Avg:ms Max:
2024-05-04 19:33:28 CPU Usage: 55.9% | Memory Usage: 34.64% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.35, 1.44, 1.22 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.373/1.643/1.936/0.192 Avg:ms Max:
2024-05-04 19:33:33 CPU Usage: 48.4% | Memory Usage: 34.65% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.32, 1.44, 1.22 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.687/1.832/1.989/0.115 Avg:ms Max:
2024-05-04 19:33:39 CPU Usage: 56.2% | Memory Usage: 34.65% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.29, 1.43, 1.22 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.854/2.013/2.200/0.139 Avg:ms Max:
2024-05-04 19:33:44 CPU Usage: 51.6% | Memory Usage: 34.65% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.35, 1.44, 1.23 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.499/1.787/1.980/0.179 Avg:ms Max:
2024-05-04 19:33:49 CPU Usage: 84.8% | Memory Usage: 34.65% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.32, 1.43, 1.22 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.690/2.007/2.257/0.189 Avg:ms Max:
2024-05-04 19:33:54 CPU Usage: 91.7% | Memory Usage: 34.65% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.30, 1.42, 1.22 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.835/1.994/2.088/0.085 Avg:ms Max:
2024-05-04 19:34:00 CPU Usage: 58.3% | Memory Usage: 34.64% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.27, 1.42, 1.22 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.696/1.845/2.197/0.180 Avg:ms Max:
2024-05-04 19:34:05 CPU Usage: 39.3% | Memory Usage: 34.65% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.25, 1.41, 1.22 | Process Count: 273 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.741/1.863/2.015/0.098 Avg:ms Max:
2024-05-04 19:34:10 CPU Usage: 54.5% | Memory Usage: 34.65% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.23, 1.40, 1.22 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.597/1.859/2.108/0.198 Avg:ms Max:
2024-05-04 19:34:15 CPU Usage: 50% | Memory Usage: 34.65% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.21, 1.40, 1.22 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.810/2.005/2.103/0.104 Avg:ms Max:
2024-05-04 19:34:21 CPU Usage: 50% | Memory Usage: 34.64% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.27, 1.41, 1.22 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.734/2.004/2.126/0.150 Avg:ms Max:
2024-05-04 19:34:26 CPU Usage: 58.8% | Memory Usage: 34.66% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.25, 1.40, 1.22 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.329/1.836/2.124/0.283 Avg:ms Max:
2024-05-04 19:34:31 CPU Usage: 54.5% | Memory Usage: 34.65% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.23, 1.39, 1.22 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.611/1.877/1.988/0.137 Avg:ms Max:
2024-05-04 19:34:36 CPU Usage: 54.5% | Memory Usage: 34.64% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.21, 1.39, 1.22 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.454/1.891/2.425/0.394 Avg:ms Max:
2024-05-04 19:34:42 CPU Usage: 51.5% | Memory Usage: 34.66% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.20, 1.38, 1.22 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.508/1.793/1.944/0.160 Avg:ms Max:
2024-05-04 19:34:47 CPU Usage: 53.1% | Memory Usage: 34.65% | I/O Usage (read write): 3.29 9.05 | Load Average:  1.18, 1.37, 1.21 | Process Count: 274 | Network Usage:  | Disk I/O Latency:  | Network Latency: Min:1.633/1.835/2.047/0.165 Avg:ms Max:
